Nama Pemain,Nomor Punggung,Posisi,Club,Negara
David Raya,22,GK,Arsenal,ESP
Thomas Partey,5,CM,Arsenal,GHA
Martin Ødegaard,8,RM,Arsenal,NOR
Oleksandr Zinchenko,17,LB,Arsenal,UKR
Jurriën Timber,12,LB,Arsenal,NED
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Ben White,4,RB,Arsenal,ENG
David Raya,22,GK,Arsenal,ESP
Gabriel Martinelli,11,CM,Arsenal,BRA
Martin Ødegaard,8,"RM,CM",Arsenal,NOR
Gabriel Jesus,9,FW,Arsenal,BRA
Thomas Partey,5,CM,Arsenal,GHA
Bukayo Saka,7,"RW,CM,RM",Arsenal,ENG
Riccardo Calafiori,33,"LB,CB",Arsenal,ITA
Leandro Trossard,19,"LW,LM",Arsenal,BEL
Kai Havertz,29,FW,Arsenal,GER
David Raya,22,GK,Arsenal,ESP
Ben White,4,RB,Arsenal,ENG
William Saliba,2,CB,Arsenal,FRA
Gabriel Magalhães,6,CB,Arsenal,BRA
Riccardo Calafiori,33,LB,Arsenal,ITA
Jurriën Timber,12,LB,Arsenal,NED
Declan Rice,41,LM,Arsenal,ENG
Martin Ødegaard,8,RM,Arsenal,NOR
Declan Rice,41,LM,Arsenal,ENG
Bukayo Saka,7,RW,Arsenal,ENG
Raheem Sterling,30,LM,Arsenal,ENG
Gabriel Martinelli,11,LM,Arsenal,BRA
Declan Rice,41,CM,Arsenal,ENG
Jorginho,20,CM,Arsenal,ITA
Mikel Merino,23,CM,Arsenal,ESP
Bukayo Saka,7,RM,Arsenal,ENG
Riccardo Calafiori,33,LB,Arsenal,ITA
Jakub Kiwior,15,LB,Arsenal,POL
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Leandro Trossard,19,LW,Arsenal,BEL
Thomas Partey,5,RB,Arsenal,GHA
David Raya,22,GK,Arsenal,ESP
Jorginho,20,CM,Arsenal,ITA
David Raya,22,GK,Arsenal,ESP
Ben White,4,"RB,CB",Arsenal,ENG
William Saliba,2,CB,Arsenal,FRA
Gabriel Magalhães,6,CB,Arsenal,BRA
Oleksandr Zinchenko,17,LB,Arsenal,UKR
Jurriën Timber,12,"LB,CB,RB",Arsenal,NED
Kai Havertz,29,"FW,LM",Arsenal,GER
Gabriel Martinelli,11,"LW,RW",Arsenal,BRA
Takehiro Tomiyasu,18,RB,Arsenal,JPN
Kai Havertz,29,FW,Arsenal,GER
Thomas Partey,5,CM,Arsenal,GHA
Reiss Nelson,24,RW,Arsenal,ENG
Gabriel Jesus,9,RM,Arsenal,BRA
Jurriën Timber,12,LB,Arsenal,NED
Myles Lewis-Skelly,49,LB,Arsenal,ENG
Gabriel Magalhães,6,CB,Arsenal,BRA
Jakub Kiwior,15,CB,Arsenal,POL
Ben White,4,CB,Arsenal,ENG
Thomas Partey,5,RB,Arsenal,GHA
David Raya,22,GK,Arsenal,ESP
Leandro Trossard,19,FW,Arsenal,BEL
Gabriel Jesus,9,"FW,LW",Arsenal,BRA
Bukayo Saka,7,RM,Arsenal,ENG
Kai Havertz,29,FW,Arsenal,GER
Ethan Nwaneri,53,"LM,RW",Arsenal,ENG
Mikel Merino,23,CM,Arsenal,ESP
Oleksandr Zinchenko,17,"CM,LM",Arsenal,UKR
Declan Rice,41,CM,Arsenal,ENG
Bukayo Saka,7,RM,Arsenal,ENG
Jurriën Timber,12,LB,Arsenal,NED
Ben White,4,"LB,CB",Arsenal,ENG
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Thomas Partey,5,RB,Arsenal,GHA
Gabriel Martinelli,11,LM,Arsenal,BRA
Declan Rice,41,LM,Arsenal,ENG
Declan Rice,41,CM,Arsenal,ENG
Ethan Nwaneri,53,FW,Arsenal,ENG
Bukayo Saka,7,RW,Arsenal,ENG
Leandro Trossard,19,LW,Arsenal,BEL
Gabriel Martinelli,11,LW,Arsenal,BRA
Kai Havertz,29,FW,Arsenal,GER
Kai Havertz,29,FW,Arsenal,GER
Leandro Trossard,19,LW,Arsenal,BEL
Gabriel Martinelli,11,LW,Arsenal,BRA
Raheem Sterling,30,RW,Arsenal,ENG
Jakub Kiwior,15,CB,Arsenal,POL
Gabriel Jesus,9,RW,Arsenal,BRA
Mikel Merino,23,CM,Arsenal,ESP
Mikel Merino,23,"RW,AM",Arsenal,ESP
Declan Rice,41,DM,Arsenal,ENG
Thomas Partey,5,"DM,CB",Arsenal,GHA
Riccardo Calafiori,33,LB,Arsenal,ITA
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Ben White,4,RB,Arsenal,ENG
David Raya,22,GK,Arsenal,ESP
Leandro Trossard,19,"FW,LM",Arsenal,BEL
Kai Havertz,29,FW,Arsenal,GER
Gabriel Martinelli,11,LM,Arsenal,BRA
Ethan Nwaneri,53,AM,Arsenal,ENG
Leandro Trossard,19,FW,Arsenal,BEL
David Raya,22,GK,Arsenal,ESP
Leandro Trossard,19,FW,Arsenal,BEL
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Jurriën Timber,12,RB,Arsenal,NED
Myles Lewis-Skelly,49,LB,Arsenal,ENG
David Raya,22,GK,Arsenal,ESP
Leandro Trossard,19,FW,Arsenal,BEL
Gabriel Jesus,9,FW,Arsenal,BRA
Kai Havertz,29,FW,Arsenal,GER
Gabriel Martinelli,11,LM,Arsenal,BRA
Raheem Sterling,30,LM,Arsenal,ENG
Declan Rice,41,CM,Arsenal,ENG
Thomas Partey,5,CM,Arsenal,GHA
Bukayo Saka,7,RM,Arsenal,ENG
Riccardo Calafiori,33,LB,Arsenal,ITA
Gabriel Magalhães,6,CB,Arsenal,BRA
William Saliba,2,CB,Arsenal,FRA
Jurriën Timber,12,RB,Arsenal,NED
Jakub Kiwior,15,"LB,RB",Arsenal,POL
David Raya,22,GK,Arsenal,ESP
Riccardo Calafiori,33,LB,Arsenal,ITA
Bukayo Saka,7,RM,Arsenal,ENG
Gabriel Jesus,9,FW,Arsenal,BRA
Kai Havertz,29,"RM,FW",Arsenal,GER
David Raya,22,GK,Arsenal,ESP
Ben White,4,RB,Arsenal,ENG
William Saliba,2,CB,Arsenal,FRA
Gabriel Magalhães,6,CB,Arsenal,BRA
Jurriën Timber,12,LB,Arsenal,NED
Ethan Nwaneri,53,FW,Arsenal,ENG
Bukayo Saka,7,"RM,RW",Arsenal,ENG
Thomas Partey,5,"CM,RM",Arsenal,GHA
Jorginho,20,CM,Arsenal,ITA
Raheem Sterling,30,LW,Arsenal,ENG
Gabriel Martinelli,11,LM,Arsenal,BRA
Gabriel Martinelli,11,LM,Arsenal,BRA
Gabriel Jesus,9,LM,Arsenal,BRA
Declan Rice,41,CM,Arsenal,ENG
Thomas Partey,5,CM,Arsenal,GHA
Ben White,4,CB,Arsenal,ENG
Ben White,4,RB,Arsenal,ENG
Ethan Nwaneri,53,CM,Arsenal,ENG
Kai Havertz,29,"FW,LM",Arsenal,GER
Leandro Trossard,19,LW,Arsenal,BEL
Bukayo Saka,7,RW,Arsenal,ENG
Gabriel Jesus,9,RW,Arsenal,BRA
Declan Rice,41,LM,Arsenal,ENG
Mikel Merino,23,LM,Arsenal,ESP
Thomas Partey,5,CM,Arsenal,GHA
Martin Ødegaard,8,RM,Arsenal,NOR
Jurriën Timber,12,LB,Arsenal,NED
Leandro Trossard,19,FW,Arsenal,BEL
Gabriel Jesus,9,"RW,FW",Arsenal,BRA
Gabriel Martinelli,11,LW,Arsenal,BRA
Gabriel Magalhães,6,CB,Arsenal,BRA
Kai Havertz,29,FW,Arsenal,GER
William Saliba,2,CB,Arsenal,FRA
Ollie Watkins,11,FW,Aston Villa,ENG
Pau Torres,14,CB,Aston Villa,ESP
Ian Maatsen,22,LB,Aston Villa,NED
Lucas Digne,12,LB,Aston Villa,FRA
Leon Bailey,31,RM,Aston Villa,JAM
Ross Barkley,6,CM,Aston Villa,ENG
Amadou Onana,24,CM,Aston Villa,BEL
Youri Tielemans,8,CM,Aston Villa,BEL
Jacob Ramsey,41,LM,Aston Villa,ENG
Emi Buendía,10,FW,Aston Villa,ARG
Jacob Ramsey,41,LW,Aston Villa,ENG
Jhon Durán,9,LW,Aston Villa,COL
John McGinn,7,LM,Aston Villa,SCO
Morgan Rogers,27,FW,Aston Villa,ENG
Jhon Durán,9,FW,Aston Villa,COL
Ollie Watkins,11,FW,Aston Villa,ENG
Jhon Durán,9,FW,Aston Villa,COL
Ollie Watkins,11,FW,Aston Villa,ENG
Jacob Ramsey,41,LM,Aston Villa,ENG
Morgan Rogers,27,FW,Aston Villa,ENG
Boubacar Kamara,44,CM,Aston Villa,FRA
Youri Tielemans,8,CM,Aston Villa,BEL
Amadou Onana,24,CM,Aston Villa,BEL
Ross Barkley,6,"CM,FW",Aston Villa,ENG
John McGinn,7,RM,Aston Villa,SCO
Leon Bailey,31,RM,Aston Villa,JAM
Lucas Digne,12,LB,Aston Villa,FRA
Ian Maatsen,22,LB,Aston Villa,NED
Ezri Konsa,4,CB,Aston Villa,ENG
Pau Torres,14,CB,Aston Villa,ESP
Ezri Konsa,4,CB,Aston Villa,ENG
Matty Cash,2,RB,Aston Villa,POL
Emiliano Martínez,23,GK,Aston Villa,ARG
Emiliano Martínez,23,GK,Aston Villa,ARG
Lamare Bogarde,26,RB,Aston Villa,NED
Ezri Konsa,4,CB,Aston Villa,ENG
Pau Torres,14,CB,Aston Villa,ESP
Ian Maatsen,22,LB,Aston Villa,NED
Lucas Digne,12,LB,Aston Villa,FRA
Ross Barkley,6,"DM,CM",Aston Villa,ENG
Amadou Onana,24,DM,Aston Villa,BEL
Ollie Watkins,11,FW,Aston Villa,ENG
Emi Buendía,10,AM,Aston Villa,ARG
Jacob Ramsey,41,LW,Aston Villa,ENG
Jhon Durán,9,FW,Aston Villa,COL
John McGinn,7,"RW,RM",Aston Villa,SCO
Jaden Philogene Bidace,19,RW,Aston Villa,ENG
Matty Cash,2,RB,Aston Villa,POL
Emiliano Martínez,23,GK,Aston Villa,ARG
Emiliano Martínez,23,GK,Aston Villa,ARG
Youri Tielemans,8,"DM,CM",Aston Villa,BEL
Ross Barkley,6,"DM,CM",Aston Villa,ENG
Lucas Digne,12,LB,Aston Villa,FRA
Ian Maatsen,22,LB,Aston Villa,NED
Pau Torres,14,CB,Aston Villa,ESP
Ezri Konsa,4,CB,Aston Villa,ENG
Diego Carlos,3,CB,Aston Villa,BRA
Emiliano Martínez,23,GK,Aston Villa,ARG
Kosta Nedeljković,20,RB,Aston Villa,SRB
Lamare Bogarde,26,RB,Aston Villa,NED
Ezri Konsa,4,CB,Aston Villa,ENG
Pau Torres,14,CB,Aston Villa,ESP
Lucas Digne,12,LB,Aston Villa,FRA
Ian Maatsen,22,LM,Aston Villa,NED
Jacob Ramsey,41,LM,Aston Villa,ENG
Morgan Rogers,27,"AM,LM",Aston Villa,ENG
Leon Bailey,31,RM,Aston Villa,JAM
Jhon Durán,9,FW,Aston Villa,COL
Jaden Philogene Bidace,19,"LW,RM",Aston Villa,ENG
Ezri Konsa,4,RB,Aston Villa,ENG
Diego Carlos,3,CB,Aston Villa,BRA
Pau Torres,14,CB,Aston Villa,ESP
Ian Maatsen,22,LB,Aston Villa,NED
Lucas Digne,12,LB,Aston Villa,FRA
Amadou Onana,24,"DM,CM",Aston Villa,BEL
Ross Barkley,6,DM,Aston Villa,ENG
Youri Tielemans,8,"DM,CM",Aston Villa,BEL
Jhon Durán,9,FW,Aston Villa,COL
Morgan Rogers,27,AM,Aston Villa,ENG
Jaden Philogene Bidace,19,"RM,RW",Aston Villa,ENG
Leon Bailey,31,RW,Aston Villa,JAM
Jacob Ramsey,41,"LW,LM",Aston Villa,ENG
Emi Buendía,10,AM,Aston Villa,ARG
Ollie Watkins,11,FW,Aston Villa,ENG
Leon Bailey,31,RW,Aston Villa,JAM
Kosta Nedeljković,20,RB,Aston Villa,SRB
Ross Barkley,6,CM,Aston Villa,ENG
Ollie Watkins,11,FW,Aston Villa,ENG
Diego Carlos,3,CB,Aston Villa,BRA
Matty Cash,2,RB,Aston Villa,POL
Emiliano Martínez,23,GK,Aston Villa,ARG
Emiliano Martínez,23,GK,Aston Villa,ARG
Ezri Konsa,4,RB,Aston Villa,ENG
Diego Carlos,3,CB,Aston Villa,BRA
Pau Torres,14,CB,Aston Villa,ESP
Leon Bailey,31,RW,Aston Villa,JAM
Lucas Digne,12,LB,Aston Villa,FRA
Ross Barkley,6,DM,Aston Villa,ENG
Amadou Onana,24,DM,Aston Villa,BEL
Youri Tielemans,8,DM,Aston Villa,BEL
Morgan Rogers,27,AM,Aston Villa,ENG
Ian Maatsen,22,LB,Aston Villa,NED
John McGinn,7,RW,Aston Villa,SCO
Pau Torres,14,CB,Aston Villa,ESP
Amadou Onana,24,CM,Aston Villa,BEL
Lucas Digne,12,LB,Aston Villa,FRA
Morgan Rogers,27,"AM,LM,LW",Aston Villa,ENG
John McGinn,7,"RM,LM",Aston Villa,SCO
Morgan Rogers,27,FW,Aston Villa,ENG
Jhon Durán,9,FW,Aston Villa,COL
Ollie Watkins,11,FW,Aston Villa,ENG
Matty Cash,2,RB,Aston Villa,POL
Emiliano Martínez,23,GK,Aston Villa,ARG
Ollie Watkins,11,FW,Aston Villa,ENG
Jhon Durán,9,FW,Aston Villa,COL
Jacob Ramsey,41,LW,Aston Villa,ENG
Emi Buendía,10,"AM,RW",Aston Villa,ARG
Leon Bailey,31,RW,Aston Villa,JAM
Jaden Philogene Bidace,19,RW,Aston Villa,ENG
Morgan Rogers,27,AM,Aston Villa,ENG
John McGinn,7,LW,Aston Villa,SCO
Youri Tielemans,8,DM,Aston Villa,BEL
Ross Barkley,6,DM,Aston Villa,ENG
Youri Tielemans,8,CM,Aston Villa,BEL
Amadou Onana,24,DM,Aston Villa,BEL
Youri Tielemans,8,"DM,CM",Aston Villa,BEL
John McGinn,7,LW,Aston Villa,SCO
Jacob Ramsey,41,LW,Aston Villa,ENG
Leon Bailey,31,RW,Aston Villa,JAM
Morgan Rogers,27,AM,Aston Villa,ENG
Youri Tielemans,8,DM,Aston Villa,BEL
Amadou Onana,24,DM,Aston Villa,BEL
Jhon Durán,9,FW,Aston Villa,COL
Lucas Digne,12,LB,Aston Villa,FRA
Pau Torres,14,CB,Aston Villa,ESP
Ezri Konsa,4,CB,Aston Villa,ENG
Matty Cash,2,RB,Aston Villa,POL
Kosta Nedeljković,20,RB,Aston Villa,SRB
Emiliano Martínez,23,GK,Aston Villa,ARG
Ollie Watkins,11,FW,Aston Villa,ENG
Ian Maatsen,22,LB,Aston Villa,NED
Jhon Durán,9,FW,Aston Villa,COL
Ollie Watkins,11,FW,Aston Villa,ENG
Jacob Ramsey,41,"LW,LM",Aston Villa,ENG
Emiliano Martínez,23,GK,Aston Villa,ARG
Diego Carlos,3,CB,Aston Villa,BRA
Matty Cash,2,RB,Aston Villa,POL
Ezri Konsa,4,"CB,RB",Aston Villa,ENG
Pau Torres,14,CB,Aston Villa,ESP
Lucas Digne,12,LB,Aston Villa,FRA
Ollie Watkins,11,FW,Aston Villa,ENG
Amadou Onana,24,"DM,CM",Aston Villa,BEL
Youri Tielemans,8,"DM,CM",Aston Villa,BEL
Jhon Durán,9,FW,Aston Villa,COL
Morgan Rogers,27,AM,Aston Villa,ENG
Leon Bailey,31,RM,Aston Villa,JAM
John McGinn,7,"RW,RM",Aston Villa,SCO
Jaden Philogene Bidace,19,LM,Aston Villa,ENG
Boubacar Kamara,44,CM,Aston Villa,FRA
Jacob Ramsey,41,LW,Aston Villa,ENG
Jaden Philogene Bidace,19,RW,Aston Villa,ENG
Jaden Philogene Bidace,19,RW,Aston Villa,ENG
John McGinn,7,LW,Aston Villa,SCO
Morgan Rogers,27,AM,Aston Villa,ENG
Emiliano Martínez,23,GK,Aston Villa,ARG
Ezri Konsa,4,RB,Aston Villa,ENG
Diego Carlos,3,CB,Aston Villa,BRA
Pau Torres,14,CB,Aston Villa,ESP
Ian Maatsen,22,LB,Aston Villa,NED
Lucas Digne,12,LB,Aston Villa,FRA
Boubacar Kamara,44,DM,Aston Villa,FRA
Amadou Onana,24,DM,Aston Villa,BEL
Youri Tielemans,8,DM,Aston Villa,BEL
Leon Bailey,31,RW,Aston Villa,JAM
Enes Ünal,26,FW,Bournemouth,TUR
Alex Scott,14,DM,Bournemouth,ENG
Lewis Cook,4,DM,Bournemouth,ENG
Milos Kerkez,3,LB,Bournemouth,HUN
Marcos Senesi,5,CB,Bournemouth,ARG
Illia Zabarnyi,27,CB,Bournemouth,UKR
Julian Araujo,28,RB,Bournemouth,MEX
Adam Smith,15,RB,Bournemouth,ENG
Neto,1,GK,Bournemouth,BRA
Milos Kerkez,3,LB,Bournemouth,HUN
Lewis Cook,4,DM,Bournemouth,ENG
Alex Scott,8,DM,Bournemouth,ENG
Ryan Christie,10,DM,Bournemouth,SCO
Ryan Christie,10,DM,Bournemouth,SCO
Philip Billing,29,AM,Bournemouth,DEN
Antoine Semenyo,24,RW,Bournemouth,GHA
Enes Ünal,26,FW,Bournemouth,TUR
Marcus Tavernier,16,LW,Bournemouth,ENG
Luis Sinisterra,17,"FW,LW",Bournemouth,COL
Evanilson,9,FW,Bournemouth,BRA
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Julian Araujo,22,RB,Bournemouth,MEX
Adam Smith,15,RB,Bournemouth,ENG
Illia Zabarnyi,27,CB,Bournemouth,UKR
Dean Huijsen,2,CB,Bournemouth,ESP
Marcos Senesi,5,CB,Bournemouth,ARG
Milos Kerkez,3,LB,Bournemouth,HUN
Justin Kluivert,19,AM,Bournemouth,NED
Antoine Semenyo,24,"LW,RW",Bournemouth,GHA
Dango Ouattara,11,LW,Bournemouth,BFA
Julian Araujo,22,RB,Bournemouth,MEX
Evanilson,9,FW,Bournemouth,BRA
Dango Ouattara,11,RW,Bournemouth,BFA
Luis Sinisterra,17,LW,Bournemouth,COL
Marcus Tavernier,16,AM,Bournemouth,ENG
Ryan Christie,10,DM,Bournemouth,SCO
Lewis Cook,4,DM,Bournemouth,ENG
Alex Scott,8,DM,Bournemouth,ENG
Justin Kluivert,19,AM,Bournemouth,NED
Milos Kerkez,3,LB,Bournemouth,HUN
Marcos Senesi,5,CB,Bournemouth,ARG
Mark Travers,42,GK,Bournemouth,IRL
Justin Kluivert,19,AM,Bournemouth,NED
Justin Kluivert,19,AM,Bournemouth,NED
Julian Araujo,22,RB,Bournemouth,MEX
Antoine Semenyo,24,RW,Bournemouth,GHA
Dean Huijsen,2,LW,Bournemouth,ESP
Marcus Tavernier,16,LW,Bournemouth,ENG
Enes Ünal,26,AM,Bournemouth,TUR
Evanilson,9,FW,Bournemouth,BRA
Adam Smith,15,RB,Bournemouth,ENG
Illia Zabarnyi,27,CB,Bournemouth,UKR
Illia Zabarnyi,27,CB,Bournemouth,UKR
Evanilson,9,FW,Bournemouth,BRA
Luis Sinisterra,17,"FW,AM",Bournemouth,COL
Marcus Tavernier,16,"LW,AM",Bournemouth,ENG
Daniel Jebbison,21,FW,Bournemouth,ENG
Justin Kluivert,19,AM,Bournemouth,NED
Marcos Senesi,5,CB,Bournemouth,ARG
Antoine Semenyo,24,RW,Bournemouth,GHA
Lewis Cook,4,"DM,CM",Bournemouth,ENG
David Brooks,7,RM,Bournemouth,WAL
Evanilson,9,FW,Bournemouth,BRA
Ryan Christie,10,DM,Bournemouth,SCO
Alex Scott,14,DM,Bournemouth,ENG
Philip Billing,29,AM,Bournemouth,DEN
Lewis Cook,4,DM,Bournemouth,ENG
Marcus Tavernier,16,"LW,AM,CM",Bournemouth,ENG
Marcus Tavernier,16,"AM,DM",Bournemouth,ENG
Dango Ouattara,11,RW,Bournemouth,BFA
Justin Kluivert,19,"LW,FW",Bournemouth,NED
Luis Sinisterra,17,"FW,LW",Bournemouth,COL
Antoine Semenyo,24,"LW,RW,FW",Bournemouth,GHA
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Adam Smith,15,RB,Bournemouth,ENG
Daniel Jebbison,21,FW,Bournemouth,ENG
Julian Araujo,22,RB,Bournemouth,MEX
Neto,1,GK,Bournemouth,BRA
Adam Smith,15,RB,Bournemouth,ENG
Dango Ouattara,11,"LB,LW",Bournemouth,BFA
Ryan Christie,10,DM,Bournemouth,SCO
Enes Ünal,26,FW,Bournemouth,TUR
Lewis Cook,4,"DM,RB",Bournemouth,ENG
Milos Kerkez,3,LB,Bournemouth,HUN
Luis Sinisterra,17,"LM,LW",Bournemouth,COL
Julian Araujo,28,RB,Bournemouth,MEX
Marcos Senesi,5,CB,Bournemouth,ARG
Adam Smith,15,RB,Bournemouth,ENG
Alex Scott,8,DM,Bournemouth,ENG
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Milos Kerkez,3,LB,Bournemouth,HUN
Dean Huijsen,2,CB,Bournemouth,ESP
Illia Zabarnyi,27,CB,Bournemouth,UKR
Illia Zabarnyi,27,CB,Bournemouth,UKR
Illia Zabarnyi,27,CB,Bournemouth,UKR
Dean Huijsen,2,CB,Bournemouth,ESP
Marcos Senesi,5,CB,Bournemouth,ARG
Luis Sinisterra,17,RM,Bournemouth,COL
Antoine Semenyo,24,"RW,RM",Bournemouth,GHA
Justin Kluivert,19,FW,Bournemouth,NED
Dango Ouattara,11,LW,Bournemouth,BFA
Enes Ünal,26,FW,Bournemouth,TUR
Evanilson,9,FW,Bournemouth,BRA
Marcus Tavernier,16,"AM,LM",Bournemouth,ENG
Evanilson,9,FW,Bournemouth,BRA
David Brooks,7,RM,Bournemouth,WAL
Antoine Semenyo,24,"RW,LM",Bournemouth,GHA
Ryan Christie,10,"AM,DM",Bournemouth,SCO
Enes Ünal,26,FW,Bournemouth,TUR
Tyler Adams,12,DM,Bournemouth,USA
Marcus Tavernier,16,"CM,AM",Bournemouth,ENG
Justin Kluivert,19,LW,Bournemouth,NED
Alex Scott,8,LM,Bournemouth,ENG
Ryan Christie,10,"DM,CM",Bournemouth,SCO
Lewis Cook,4,"DM,CM",Bournemouth,ENG
Dango Ouattara,11,LB,Bournemouth,BFA
Milos Kerkez,3,LB,Bournemouth,HUN
Lewis Cook,4,DM,Bournemouth,ENG
Alex Scott,8,DM,Bournemouth,ENG
Ryan Christie,10,DM,Bournemouth,SCO
Justin Kluivert,19,"AM,FW",Bournemouth,NED
Antoine Semenyo,24,RW,Bournemouth,GHA
Marcus Tavernier,16,"LW,AM",Bournemouth,ENG
Luis Sinisterra,17,LW,Bournemouth,COL
Evanilson,9,FW,Bournemouth,BRA
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Adam Smith,15,RB,Bournemouth,ENG
Illia Zabarnyi,27,CB,Bournemouth,UKR
Marcos Senesi,5,CB,Bournemouth,ARG
Milos Kerkez,3,LB,Bournemouth,HUN
Adam Smith,15,RB,Bournemouth,ENG
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Antoine Semenyo,24,"RW,FW,RM",Bournemouth,GHA
Dango Ouattara,11,"RW,LW",Bournemouth,BFA
Adam Smith,15,RB,Bournemouth,ENG
Mark Travers,42,GK,Bournemouth,IRL
Antoine Semenyo,24,LW,Bournemouth,GHA
Evanilson,9,FW,Bournemouth,BRA
Enes Ünal,26,FW,Bournemouth,TUR
Marcus Tavernier,16,"AM,LW",Bournemouth,ENG
Antoine Semenyo,24,RW,Bournemouth,GHA
Luis Sinisterra,17,LW,Bournemouth,COL
Justin Kluivert,19,AM,Bournemouth,NED
Illia Zabarnyi,27,CB,Bournemouth,UKR
Ryan Christie,10,DM,Bournemouth,SCO
Illia Zabarnyi,27,CB,Bournemouth,UKR
Alex Scott,8,DM,Bournemouth,ENG
Milos Kerkez,3,LB,Bournemouth,HUN
Dean Huijsen,2,CB,Bournemouth,ESP
Dango Ouattara,11,"RW,LB",Bournemouth,BFA
Justin Kluivert,19,AM,Bournemouth,NED
Marcus Tavernier,16,AM,Bournemouth,ENG
Lewis Cook,4,DM,Bournemouth,ENG
Ryan Christie,10,DM,Bournemouth,SCO
Tyler Adams,12,DM,Bournemouth,USA
Milos Kerkez,3,LB,Bournemouth,HUN
David Brooks,7,RW,Bournemouth,WAL
Marcos Senesi,5,CB,Bournemouth,ARG
Lewis Cook,4,DM,Bournemouth,ENG
Illia Zabarnyi,27,CB,Bournemouth,UKR
Evanilson,9,FW,Bournemouth,BRA
Julian Araujo,22,RB,Bournemouth,MEX
Mark Travers,42,GK,Bournemouth,IRL
Enes Ünal,26,FW,Bournemouth,TUR
Milos Kerkez,3,LB,Bournemouth,HUN
Marcos Senesi,5,CB,Bournemouth,ARG
Adam Smith,15,RB,Bournemouth,ENG
Julian Araujo,22,RB,Bournemouth,MEX
Tyler Adams,12,DM,Bournemouth,USA
Ryan Christie,10,DM,Bournemouth,SCO
David Brooks,7,FW,Bournemouth,WAL
Kepa Arrizabalaga,13,GK,Bournemouth,ESP
Adam Smith,15,RB,Bournemouth,ENG
Lewis Cook,4,DM,Bournemouth,ENG
Yoane Wissa,11,FW,Brentford,COD
Sepp van den Berg,4,RB,Brentford,NED
Bryan Mbeumo,19,"RW,LW",Brentford,CMR
Kevin Schade,7,LW,Brentford,GER
Mikkel Damsgaard,24,LM,Brentford,DEN
Christian Nørgaard,6,CM,Brentford,DEN
Mathias Jensen,8,RM,Brentford,DEN
Vitaly Janelt,27,LB,Brentford,GER
Keane Lewis-Potter,23,RW,Brentford,ENG
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Kristoffer Ajer,20,RB,Brentford,NOR
Fabio Carvalho,14,LM,Brentford,POR
Mads Roerslev,30,"RB,LB",Brentford,DEN
Kristoffer Ajer,20,LB,Brentford,NOR
Kevin Schade,7,FW,Brentford,GER
Bryan Mbeumo,19,FW,Brentford,CMR
Keane Lewis-Potter,23,LM,Brentford,ENG
Mikkel Damsgaard,24,RM,Brentford,DEN
Vitaly Janelt,27,CM,Brentford,GER
Frank Onyeka,15,CM,Brentford,NGA
Christian Nørgaard,6,CM,Brentford,DEN
Mathias Jensen,8,RM,Brentford,DEN
Fabio Carvalho,14,LM,Brentford,POR
Kristoffer Ajer,20,LB,Brentford,NOR
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Mads Roerslev,30,RB,Brentford,DEN
Mark Flekken,1,GK,Brentford,NED
Christian Nørgaard,6,CM,Brentford,DEN
Vitaly Janelt,27,"LM,CM",Brentford,GER
Fabio Carvalho,14,RW,Brentford,POR
Bryan Mbeumo,19,RW,Brentford,CMR
Ethan Pinnock,5,CB,Brentford,JAM
Nathan Collins,22,CB,Brentford,IRL
Mark Flekken,1,GK,Brentford,NED
Fabio Carvalho,14,LW,Brentford,POR
Kevin Schade,7,FW,Brentford,GER
Bryan Mbeumo,19,"RW,FW",Brentford,CMR
Keane Lewis-Potter,23,LW,Brentford,ENG
Fabio Carvalho,14,"LW,FW",Brentford,POR
Bryan Mbeumo,19,RW,Brentford,CMR
Ben Mee,16,"RW,CB",Brentford,ENG
Mikkel Damsgaard,24,AM,Brentford,DEN
Mathias Jensen,8,"AM,CM",Brentford,DEN
Vitaly Janelt,27,DM,Brentford,GER
Yehor Yarmoliuk,18,CM,Brentford,UKR
Christian Nørgaard,6,"DM,CM",Brentford,DEN
Sepp van den Berg,4,LB,Brentford,NED
Ethan Pinnock,5,CB,Brentford,JAM
Kevin Schade,7,FW,Brentford,GER
Yoane Wissa,11,FW,Brentford,COD
Vitaly Janelt,27,CM,Brentford,GER
Fabio Carvalho,14,CM,Brentford,POR
Christian Nørgaard,6,CM,Brentford,DEN
Mikkel Damsgaard,24,CM,Brentford,DEN
Yehor Yarmoliuk,18,CM,Brentford,UKR
